Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
338,Davion Mitchell,PG,25,SAC,51,4,13.5,1.6,3.7,.449,0.6,1.8,.340,1.0,1.8,.559,.535,0.4,0.5,.741,0.2,0.9,1.1,1.7,0.2,0.1,0.6,1.3,4.3,mitchda01
339,Donovan Mitchell,SG,27,CLE,47,47,35.7,9.7,20.4,.472,3.4,9.1,.371,6.3,11.3,.553,.555,5.3,6.1,.861,0.9,4.5,5.4,6.2,1.8,0.5,2.9,2.3,28.0,mitchdo01
340,Evan Mobley,PF,22,CLE,38,38,31.1,6.5,11.2,.578,0.3,0.9,.314,6.2,10.3,.602,.591,2.3,3.3,.704,2.4,7.8,10.2,3.1,0.9,1.6,1.9,2.8,15.6,mobleev01
341,Isaiah Mobley,PF,24,CLE,3,0,4.7,0.7,1.3,.500,0.3,0.7,.500,0.3,0.7,.500,.625,0.0,0.0,,0.0,0.7,0.7,1.3,0.3,0.0,0.3,0.7,1.7,mobleis01
342,Malik Monk,SG,25,SAC,60,0,26.1,5.5,12.3,.451,2.2,6.0,.375,3.3,6.3,.522,.542,2.3,2.8,.808,0.4,2.5,2.9,5.3,0.6,0.6,2.1,2.1,15.6,monkma01
343,Moses Moody,SG,21,GSW,47,8,17.6,3.0,6.5,.467,1.1,3.0,.350,2.0,3.4,.571,.549,1.0,1.3,.778,1.0,2.0,3.0,0.8,0.7,0.4,0.7,1.2,8.1,moodymo01
344,Xavier Moon,SG,29,LAC,2,0,6.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,1.0,1.0,1.5,0.0,0.0,0.5,0.5,1.0,moonxa01
345,Taze Moore,SG,25,POR,3,0,3.3,1.0,1.7,.600,0.0,0.7,.000,1.0,1.0,1.000,.600,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.7,2.0,mooreta02
346,Wendell Moore Jr.,SG,22,MIN,14,0,3.1,0.4,0.7,.500,0.0,0.3,.000,0.4,0.4,.833,.500,0.0,0.0,,0.0,0.4,0.4,0.1,0.4,0.1,0.2,0.3,0.7,moorewe01
347,Ja Morant,PG,24,MEM,9,9,35.3,8.9,18.9,.471,1.6,5.7,.275,7.3,13.2,.555,.512,5.8,7.1,.813,0.7,4.9,5.6,8.1,0.8,0.6,3.0,2.1,25.1,moranja01
348,Marcus Morris,PF,34,PHI,37,7,17.2,2.4,5.5,.439,1.0,2.4,.400,1.5,3.1,.470,.527,0.8,1.0,.861,0.5,2.5,2.9,0.7,0.4,0.3,0.5,1.6,6.7,morrima03
349,Markieff Morris,PF,34,DAL,18,1,8.9,0.9,2.7,.327,0.6,1.7,.333,0.3,1.1,.316,.429,0.2,0.2,.750,0.2,1.4,1.7,0.6,0.3,0.1,0.5,0.6,2.5,morrima02
350,Monte Morris,PG,28,TOT,16,0,14.7,2.1,5.6,.371,0.7,2.3,.306,1.4,3.3,.415,.433,0.4,0.6,.667,0.3,1.4,1.8,2.4,0.5,0.2,0.3,0.4,5.2,morrimo01
350,Monte Morris,PG,28,DET,6,0,11.3,2.0,5.5,.364,0.3,1.8,.182,1.7,3.7,.455,.394,0.2,0.3,.500,0.3,1.7,2.0,1.3,0.2,0.2,0.3,0.2,4.5,morrimo01
350,Monte Morris,PG,28,MIN,10,0,16.7,2.1,5.6,.375,0.9,2.5,.360,1.2,3.1,.387,.455,0.5,0.7,.714,0.3,1.3,1.6,3.0,0.7,0.2,0.2,0.5,5.6,morrimo01
351,Trey Murphy III,SF,23,NOP,37,10,27.0,4.6,10.4,.439,2.8,7.5,.376,1.7,2.9,.604,.575,1.7,2.3,.753,0.6,3.5,4.2,1.8,0.9,0.5,0.4,1.2,13.7,murphtr02
352,Dejounte Murray,SG,27,ATL,59,59,35.1,8.2,17.8,.462,2.2,6.3,.353,6.0,11.5,.522,.525,2.8,3.5,.809,0.7,4.6,5.3,5.7,1.3,0.3,2.3,1.7,21.5,murrade01
353,Jamal Murray,PG,26,DEN,46,46,31.6,7.9,16.5,.479,2.4,5.7,.417,5.5,10.8,.512,.551,2.5,3.0,.854,0.7,3.3,4.0,6.5,0.8,0.7,2.1,1.8,20.8,murraja01
354,Keegan Murray,SF,23,SAC,57,57,32.9,5.7,12.2,.465,2.2,6.1,.360,3.5,6.1,.571,.555,1.4,1.6,.828,1.3,4.0,5.2,1.7,1.1,0.7,0.9,2.7,14.9,murrake02
355,Kris Murray,SF,23,POR,41,8,16.2,1.7,4.2,.405,0.6,2.0,.274,1.1,2.2,.528,.471,0.4,0.7,.621,0.9,1.6,2.5,0.9,0.9,0.2,0.6,1.2,4.4,murrakr01
356,Mike Muscala,C,32,TOT,38,6,13.7,1.3,3.7,.360,0.7,2.3,.318,0.6,1.3,.431,.460,0.4,0.6,.708,0.8,2.0,2.8,0.8,0.2,0.3,0.5,1.2,3.8,muscami01
356,Mike Muscala,C,32,WAS,24,2,14.1,1.4,3.8,.367,0.6,2.1,.275,0.8,1.6,.487,.444,0.6,0.8,.750,0.9,2.2,3.1,0.9,0.2,0.3,0.7,1.3,4.0,muscami01
356,Mike Muscala,C,32,DET,13,4,13.2,1.2,3.4,.341,1.0,2.6,.382,0.2,0.8,.200,.489,0.2,0.3,.500,0.8,1.5,2.2,0.8,0.2,0.4,0.2,1.0,3.5,muscami01
356,Mike Muscala,C,32,OKC,1,0,11.0,2.0,5.0,.400,1.0,3.0,.333,1.0,2.0,.500,.500,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,muscami01
357,Svi Mykhailiuk,SF,26,BOS,26,0,7.9,1.0,2.8,.351,0.7,2.3,.322,0.3,0.6,.467,.480,0.1,0.2,.500,0.3,0.7,1.0,0.5,0.3,0.0,0.3,0.5,2.8,mykhasv01
358,Larry Nance Jr.,C,31,NOP,44,0,18.4,2.1,3.6,.589,0.5,1.1,.426,1.7,2.5,.658,.652,0.6,0.9,.718,1.5,3.7,5.2,1.6,0.9,0.4,0.9,1.5,5.3,nancela02
359,Pete Nance,PF,23,CLE,2,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nancepe01
360,Andrew Nembhard,PG,24,IND,49,28,23.6,3.9,7.8,.493,0.8,2.3,.360,3.0,5.5,.550,.547,0.6,0.8,.789,0.6,1.3,1.9,4.3,1.0,0.1,1.6,1.9,9.2,nembhan01
361,Aaron Nesmith,SF,24,IND,54,29,26.9,4.4,8.7,.513,2.1,4.6,.448,2.4,4.1,.586,.631,1.3,1.9,.706,0.9,2.9,3.8,1.5,1.0,0.6,1.0,3.3,12.3,nesmiaa01
362,Georges Niang,PF,30,CLE,62,2,21.4,3.2,7.4,.433,1.7,4.6,.361,1.5,2.8,.552,.546,0.6,0.7,.822,0.3,3.2,3.5,1.2,0.3,0.2,0.8,2.3,8.6,niangge01
363,Daishen Nix,PG,21,MIN,10,0,3.5,0.8,1.9,.421,0.5,1.3,.385,0.3,0.6,.500,.553,0.1,0.4,.250,0.0,0.1,0.1,0.2,0.2,0.0,0.1,0.1,2.2,nixda01
364,Zeke Nnaji,PF,23,DEN,47,0,9.8,1.2,2.7,.430,0.1,0.4,.238,1.1,2.3,.467,.449,0.8,1.2,.709,1.2,1.0,2.2,0.6,0.3,0.7,0.6,1.4,3.3,nnajize01
365,Jaylen Nowell,SG,24,MEM,9,1,17.3,2.4,6.1,.400,0.4,2.6,.174,2.0,3.6,.563,.436,0.3,0.3,1.000,0.3,1.2,1.6,1.8,0.3,0.0,0.6,1.4,5.7,nowelja01
366,Markquis Nowell,SG,24,TOR,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,2.0,2.0,1.000,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,nowelma01
367,Frank Ntilikina,PG,25,CHO,5,0,8.6,0.2,1.8,.111,0.2,1.6,.125,0.0,0.2,.000,.167,0.4,0.4,1.000,0.2,1.0,1.2,0.8,0.0,0.0,0.2,0.8,1.0,ntilila01
368,Jusuf Nurkić,C,29,PHO,58,58,27.2,4.5,8.8,.516,0.4,1.5,.241,4.2,7.3,.572,.536,2.3,3.5,.668,2.8,7.9,10.7,3.8,1.0,1.1,2.2,3.4,11.8,nurkiju01
369,Jordan Nwora,SF,25,TOT,33,1,11.0,2.0,4.8,.420,0.7,2.1,.314,1.3,2.6,.506,.490,0.8,1.0,.875,0.5,1.6,2.1,1.1,0.4,0.1,0.6,1.1,5.5,nworajo01
369,Jordan Nwora,SF,25,IND,18,0,10.2,2.1,4.6,.451,0.6,2.0,.306,1.4,2.6,.565,.518,0.5,0.6,.818,0.4,1.4,1.8,1.0,0.3,0.1,0.7,1.1,5.2,nworajo01
369,Jordan Nwora,SF,25,TOR,15,1,12.1,1.9,5.0,.387,0.7,2.3,.324,1.2,2.7,.439,.460,1.3,1.4,.905,0.6,1.9,2.5,1.1,0.4,0.2,0.5,1.1,5.9,nworajo01
370,Royce O'Neale,SF,30,TOT,59,10,25.2,2.7,7.0,.388,2.1,5.6,.373,0.6,1.4,.451,.538,0.4,0.5,.677,0.8,4.0,4.8,2.9,0.8,0.6,1.0,2.4,7.9,onealro01
370,Royce O'Neale,SF,30,BRK,49,6,24.5,2.6,6.6,.388,2.0,5.4,.366,0.6,1.2,.483,.537,0.3,0.4,.682,0.8,3.7,4.5,2.8,0.7,0.6,1.0,2.4,7.4,onealro01
370,Royce O'Neale,SF,30,PHO,10,4,28.5,3.4,8.7,.391,2.6,6.5,.400,0.8,2.2,.364,.540,0.6,0.9,.667,0.8,5.3,6.1,3.5,1.5,0.7,0.8,2.2,10.0,onealro01
371,Chuma Okeke,SF,25,ORL,37,8,10.6,1.0,2.7,.376,0.6,2.0,.311,0.4,0.7,.556,.490,0.1,0.1,.400,0.5,1.5,2.0,0.5,0.2,0.2,0.3,0.5,2.7,okekech01
372,Josh Okogie,SG,25,PHO,54,11,17.1,1.5,3.7,.417,0.5,1.7,.297,1.0,2.0,.519,.485,1.4,1.9,.740,1.3,1.4,2.7,1.1,0.9,0.4,0.6,1.2,4.9,okogijo01
373,Onyeka Okongwu,C,23,ATL,53,8,25.8,4.0,6.6,.610,0.4,1.2,.338,3.6,5.4,.671,.641,1.7,2.2,.800,2.7,4.3,7.0,1.3,0.4,1.1,0.8,3.0,10.2,okongon01
374,Isaac Okoro,SF,23,CLE,53,30,26.5,3.5,7.0,.501,1.2,3.1,.399,2.3,4.0,.581,.588,1.4,2.1,.688,1.0,2.0,3.0,2.0,0.9,0.5,0.8,2.0,9.7,okorois01
375,Kelly Olynyk,C,32,TOT,60,9,20.6,3.0,5.5,.539,0.7,1.8,.396,2.3,3.7,.607,.603,1.8,2.2,.845,1.3,3.7,5.0,4.2,0.9,0.3,1.6,2.7,8.5,olynyke01
375,Kelly Olynyk,C,32,UTA,50,8,20.4,2.9,5.2,.562,0.7,1.7,.429,2.2,3.5,.626,.632,1.6,1.9,.842,1.3,3.8,5.1,4.4,0.7,0.2,1.6,2.6,8.1,olynyke01
375,Kelly Olynyk,C,32,TOR,10,1,21.4,3.3,7.2,.458,0.6,2.2,.273,2.7,5.0,.540,.500,2.9,3.4,.853,1.5,2.9,4.4,3.3,1.6,0.7,1.3,2.7,10.1,olynyke01
376,Eugene Omoruyi,SF,26,WAS,30,0,7.6,1.7,3.5,.490,0.2,0.9,.231,1.5,2.6,.577,.519,0.8,1.1,.727,0.8,1.2,2.0,0.8,0.6,0.0,0.5,1.4,4.4,omorueu01
377,Cedi Osman,SF,28,SAS,62,1,17.6,2.5,5.3,.474,1.1,3.0,.376,1.4,2.3,.606,.582,0.5,0.8,.680,0.4,2.1,2.5,1.7,0.5,0.1,0.7,1.5,6.8,osmande01
378,Kelly Oubre Jr.,SF,28,PHI,49,33,29.1,5.3,11.8,.451,1.4,4.6,.305,3.9,7.3,.542,.509,2.3,3.1,.752,1.3,3.2,4.5,1.2,1.2,0.5,1.1,3.0,14.4,oubreke01
379,Chris Paul,PG,38,GSW,37,11,26.9,3.2,7.6,.421,1.4,3.8,.373,1.8,3.7,.471,.516,1.0,1.2,.826,0.3,3.4,3.7,7.1,1.3,0.1,1.2,1.8,8.8,paulch01
380,Cameron Payne,PG,29,TOT,58,5,15.9,2.5,5.6,.442,1.2,3.2,.388,1.3,2.5,.510,.551,0.9,1.0,.862,0.2,1.2,1.4,2.5,0.5,0.1,0.7,1.6,7.1,payneca01
380,Cameron Payne,PG,29,MIL,47,2,14.9,2.1,4.7,.455,1.1,2.8,.397,1.0,1.9,.538,.572,0.8,0.9,.841,0.1,1.2,1.3,2.3,0.5,0.1,0.7,1.6,6.2,payneca01
380,Cameron Payne,PG,29,PHI,11,3,20.3,3.9,9.5,.413,1.7,4.7,.365,2.2,4.7,.462,.505,1.2,1.3,.929,0.6,1.1,1.7,3.2,0.5,0.2,0.9,1.6,10.7,payneca01
381,Gary Payton II,SG,31,GSW,27,0,15.7,2.5,4.7,.540,0.5,1.5,.350,2.0,3.2,.628,.595,0.3,0.5,.643,1.2,1.8,3.0,1.0,1.1,0.4,0.6,1.6,5.9,paytoga02
382,Drew Peterson,PF,24,BOS,1,0,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,peterdr01
383,Filip Petrušev,C,23,TOT,3,0,3.3,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.3,0.7,.500,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0,petrufi01
383,Filip Petrušev,C,23,PHI,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,petrufi01
383,Filip Petrušev,C,23,SAC,2,0,3.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.5,1.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,petrufi01
384,Julian Phillips,SF,20,CHI,36,0,7.6,0.8,1.8,.431,0.3,0.9,.290,0.5,0.9,.559,.500,0.3,0.4,.625,0.3,0.6,0.9,0.4,0.1,0.2,0.3,1.0,2.1,phillju01
385,Jalen Pickett,SG,24,DEN,20,0,5.4,0.6,1.5,.400,0.4,1.1,.318,0.3,0.4,.625,.517,0.2,0.2,.750,0.1,0.5,0.6,0.7,0.2,0.0,0.4,0.6,1.7,pickeja02
386,Scotty Pippen Jr.,PG,23,MEM,8,4,22.6,3.5,7.4,.475,1.6,2.9,.565,1.9,4.5,.417,.585,1.9,2.6,.714,1.0,2.4,3.4,4.5,1.0,0.5,1.9,2.6,10.5,pippesc02
387,Mason Plumlee,C,33,LAC,28,9,17.0,2.3,3.6,.650,0.0,0.0,,2.3,3.6,.650,.650,1.7,2.6,.667,1.5,4.4,5.9,1.2,0.4,0.4,0.8,1.6,6.4,plumlma01
388,Brandin Podziemski,SG,20,GSW,53,20,26.8,3.8,8.5,.451,1.2,3.4,.367,2.6,5.1,.507,.524,0.7,1.2,.613,1.5,4.3,5.8,3.9,0.8,0.2,1.3,1.8,9.6,podzibr01
389,Jakob Poeltl,C,28,TOR,50,50,26.4,5.0,7.6,.656,0.0,0.0,,5.0,7.6,.656,.656,1.2,2.1,.551,2.9,5.7,8.6,2.5,0.7,1.5,1.5,3.0,11.1,poeltja01
390,Aleksej Pokusevski,PF,22,OKC,10,0,6.0,0.4,1.6,.250,0.2,1.1,.182,0.2,0.5,.400,.313,0.2,0.4,.500,0.2,0.8,1.0,0.5,0.1,0.1,0.3,0.5,1.2,pokusal01
391,Jordan Poole,SG,24,WAS,60,52,29.4,6.0,14.7,.407,2.2,6.8,.318,3.8,7.9,.484,.481,2.6,3.0,.866,0.4,2.2,2.5,3.7,1.1,0.3,2.3,3.3,16.7,poolejo01
392,Craig Porter Jr.,PG,23,CLE,38,5,13.7,2.5,4.9,.508,0.2,0.6,.304,2.3,4.3,.537,.527,0.9,1.3,.714,0.5,1.9,2.4,2.6,0.5,0.3,0.9,0.9,6.1,portecr01
393,Jontay Porter,PF,24,TOR,19,5,12.8,1.5,4.0,.368,0.7,2.2,.317,0.8,1.8,.429,.454,0.6,0.6,.917,0.9,2.2,3.1,1.8,0.6,0.6,0.7,1.6,4.2,portejo01
394,Michael Porter Jr.,SF,25,DEN,61,61,31.9,6.4,13.3,.480,2.8,7.0,.396,3.6,6.3,.574,.584,1.0,1.3,.821,1.3,5.8,7.1,1.5,0.5,0.7,1.1,1.9,16.6,portemi01
395,Otto Porter Jr.,SF,30,TOR,15,1,11.6,0.9,2.2,.424,0.5,1.5,.348,0.4,0.7,.600,.545,0.2,0.2,1.000,0.4,1.5,1.9,0.5,0.3,0.3,0.1,1.3,2.6,porteot01
396,Bobby Portis,PF,28,MIL,63,1,24.0,5.4,10.7,.501,1.2,3.1,.387,4.2,7.6,.548,.557,1.3,1.7,.790,1.6,5.5,7.1,1.2,0.7,0.4,1.0,2.4,13.2,portibo01
397,Kristaps Porziņģis,C,28,BOS,45,45,29.7,6.8,13.0,.525,1.9,5.1,.378,4.9,7.8,.620,.599,4.8,5.6,.861,1.6,5.3,6.9,2.0,0.6,1.8,1.6,2.8,20.4,porzikr01
398,Micah Potter,PF,25,UTA,2,0,3.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,pottemi01
399,Dwight Powell,C,32,DAL,51,8,14.4,1.3,1.9,.705,0.0,0.0,.500,1.3,1.8,.710,.711,1.2,1.6,.723,1.6,2.0,3.6,1.5,0.5,0.4,0.5,2.0,3.8,poweldw01
400,Norman Powell,SG,30,LAC,60,1,25.8,4.9,9.9,.492,2.2,4.9,.452,2.6,5.0,.530,.604,1.7,2.0,.820,0.2,2.4,2.6,1.1,0.6,0.3,0.9,1.8,13.6,powelno01
401,Jason Preston,PG,24,UTA,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prestja01
402,Joshua Primo,SG,21,LAC,2,0,5.0,0.5,1.5,.333,0.0,0.5,.000,0.5,1.0,.500,.333,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.5,2.0,0.0,1.0,primojo01
403,Taurean Prince,PF,29,LAL,61,49,28.8,3.3,7.6,.437,1.9,4.9,.391,1.4,2.8,.518,.561,0.6,0.9,.717,0.2,2.7,2.9,1.7,0.8,0.5,0.9,2.1,9.2,princta02
404,Payton Pritchard,PG,26,BOS,61,0,20.4,2.9,6.6,.442,1.7,4.4,.381,1.2,2.2,.563,.569,0.5,0.6,.811,0.9,2.3,3.2,2.7,0.4,0.1,0.7,1.3,8.0,pritcpa01
405,Olivier-Maxence Prosper,PF,21,DAL,33,0,7.9,0.8,2.2,.351,0.2,1.0,.235,0.5,1.2,.450,.405,0.7,1.0,.676,0.5,1.3,1.9,0.6,0.2,0.1,0.2,0.5,2.5,prospol01
406,Trevelin Queen,SG,26,ORL,13,0,12.5,1.1,2.9,.368,0.2,1.3,.176,0.8,1.6,.524,.408,0.7,0.9,.750,0.2,1.2,1.5,1.4,0.5,0.4,0.5,1.2,3.1,queentr01
407,Neemias Queta,C,24,BOS,23,0,12.3,2.1,3.5,.613,0.0,0.0,,2.1,3.5,.613,.613,0.7,0.9,.750,1.9,2.5,4.4,0.5,0.4,0.6,0.4,2.0,4.9,quetane01
408,Immanuel Quickley,SG-PG,24,TOT,57,27,28.2,5.5,12.7,.434,2.5,6.2,.409,3.0,6.5,.457,.533,2.6,3.1,.847,0.2,3.2,3.5,4.2,0.7,0.1,1.2,1.7,16.1,quickim01
408,Immanuel Quickley,SG,24,NYK,30,0,24.0,5.1,11.2,.454,2.1,5.4,.395,2.9,5.8,.509,.549,2.7,3.1,.872,0.2,2.4,2.6,2.5,0.5,0.1,1.0,1.5,15.0,quickim01
408,Immanuel Quickley,PG,24,TOR,27,27,32.9,6.0,14.3,.416,3.0,7.0,.421,3.0,7.3,.411,.519,2.5,3.1,.819,0.3,4.2,4.5,6.1,0.8,0.2,1.5,1.9,17.4,quickim01
409,Lester Quinones,SG,23,GSW,27,0,12.8,1.7,4.3,.400,1.0,2.6,.371,0.7,1.7,.444,.513,0.6,0.9,.680,0.7,1.7,2.4,1.1,0.2,0.1,0.6,1.4,5.0,quinole01
410,Jahmi'us Ramsey,SG,22,TOR,1,0,5.0,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,ramseja01
411,Julius Randle,PF,29,NYK,46,46,35.4,8.6,18.2,.472,1.7,5.3,.311,6.9,12.9,.539,.518,5.1,6.6,.781,2.2,7.0,9.2,5.0,0.5,0.3,3.5,2.7,24.0,randlju01
412,Duop Reath,C,27,POR,47,15,18.1,3.5,7.4,.477,1.4,3.7,.366,2.1,3.6,.591,.569,1.1,1.5,.704,1.5,2.3,3.9,1.1,0.5,0.6,0.8,2.6,9.4,reathdu01
413,Austin Reaves,SG,25,LAL,64,39,31.5,5.5,11.2,.492,1.8,4.8,.375,3.7,6.4,.580,.573,2.9,3.3,.867,0.7,3.4,4.0,5.5,0.9,0.2,2.1,1.8,15.7,reaveau01
414,Cam Reddish,SF,24,LAL,39,26,22.3,2.2,5.5,.404,0.9,2.5,.343,1.3,2.9,.456,.484,0.9,1.2,.783,0.6,1.8,2.3,1.2,1.2,0.3,0.8,1.5,6.2,reddica01
415,Paul Reed,C,24,PHI,62,23,18.4,3.0,5.5,.547,0.2,0.6,.368,2.8,4.9,.569,.567,0.6,0.8,.740,2.2,3.4,5.6,1.3,0.7,0.9,0.7,2.4,6.9,reedpa01
416,Naz Reid,C,24,MIN,62,0,23.0,4.6,9.5,.482,1.9,4.6,.410,2.7,5.0,.549,.580,1.2,1.6,.750,1.0,3.9,4.8,1.1,0.7,0.8,1.2,2.0,12.3,reidna01
417,Jared Rhoden,SG,24,DET,6,0,7.0,1.0,1.8,.545,0.2,0.7,.250,0.8,1.2,.714,.591,0.3,0.3,1.000,0.2,0.7,0.8,0.7,0.0,0.3,0.5,0.7,2.5,rhodeja01
418,Nick Richards,C,26,CHO,52,39,26.1,3.9,5.6,.691,0.0,0.0,.000,3.9,5.6,.693,.691,2.1,2.9,.730,2.6,5.3,7.9,0.8,0.3,1.3,1.1,2.7,9.9,richani01
419,Josh Richardson,SG,30,MIA,43,6,25.7,3.6,8.1,.444,1.5,4.4,.347,2.0,3.7,.561,.539,1.2,1.3,.944,0.4,2.4,2.8,2.4,0.6,0.3,0.8,1.8,9.9,richajo01
420,Duncan Robinson,SF,29,MIA,56,24,28.2,4.6,10.2,.455,2.8,6.9,.406,1.8,3.3,.560,.593,1.3,1.4,.889,0.2,2.3,2.5,3.0,0.7,0.3,1.4,2.4,13.3,robindu01
421,Jerome Robinson,SG,26,GSW,15,0,4.0,0.4,1.5,.273,0.1,0.9,.154,0.3,0.6,.444,.318,0.4,0.7,.600,0.1,0.1,0.2,0.3,0.0,0.2,0.1,0.2,1.3,robinje01
422,Mitchell Robinson,C,25,NYK,21,21,29.2,2.8,4.7,.592,0.0,0.0,,2.8,4.7,.592,.592,0.7,1.8,.368,5.3,5.0,10.3,0.7,1.5,1.3,1.0,1.9,6.2,robinmi01
423,Orlando Robinson,C,23,MIA,27,7,10.1,1.2,2.5,.493,0.3,0.5,.500,1.0,2.0,.491,.545,0.7,0.9,.750,0.9,2.0,2.9,1.1,0.3,0.3,0.6,1.3,3.4,robinor01
424,Jeremiah Robinson-Earl,PF,23,NOP,27,1,9.7,1.3,2.6,.500,0.4,1.1,.414,0.9,1.5,.561,.586,0.4,0.6,.800,0.6,1.6,2.2,0.4,0.3,0.1,0.4,0.7,3.5,robinje02
425,David Roddy,PF,22,TOT,54,13,21.1,2.9,7.2,.404,0.9,2.9,.302,2.0,4.3,.474,.465,0.9,1.3,.691,0.9,2.8,3.7,1.4,0.5,0.2,1.0,1.3,7.6,roddyda01
425,David Roddy,PF,22,MEM,48,13,23.2,3.2,8.0,.402,1.0,3.3,.301,2.3,4.8,.470,.462,1.0,1.4,.687,1.1,3.1,4.2,1.6,0.5,0.2,1.1,1.4,8.4,roddyda01
425,David Roddy,PF,22,PHO,6,0,4.2,0.5,0.8,.600,0.2,0.5,.333,0.3,0.3,1.000,.700,0.2,0.2,1.000,0.0,0.3,0.3,0.0,0.0,0.0,0.2,0.2,1.3,roddyda01
426,Ryan Rollins,PG,21,WAS,10,0,6.6,1.3,2.5,.520,0.2,0.3,.667,1.1,2.2,.500,.560,1.3,1.7,.765,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,4.1,rolliry01
427,Derrick Rose,PG,35,MEM,24,7,16.6,3.2,6.9,.461,0.6,1.7,.366,2.5,5.2,.492,.506,1.0,1.1,.889,0.3,1.6,1.9,3.3,0.3,0.1,1.3,0.9,8.0,rosede01
428,Terry Rozier,SG-PG,29,TOT,44,43,33.9,7.3,16.6,.441,2.3,6.8,.337,5.0,9.8,.514,.510,3.3,3.8,.867,0.6,3.3,4.0,6.3,1.0,0.4,2.0,1.7,20.3,roziete01
428,Terry Rozier,SG,29,CHO,30,30,35.5,8.4,18.3,.459,2.8,7.7,.358,5.6,10.6,.533,.535,3.6,4.3,.845,0.6,3.3,3.9,6.6,1.1,0.4,2.2,1.7,23.2,roziete01
428,Terry Rozier,PG,29,MIA,14,13,30.5,5.1,13.1,.388,1.3,4.9,.265,3.8,8.2,.461,.437,2.5,2.6,.946,0.8,3.4,4.1,5.6,0.8,0.3,1.5,1.7,13.9,roziete01
429,Rayan Rupert,SG,19,POR,20,0,8.7,1.1,3.0,.373,0.6,1.3,.462,0.5,1.7,.303,.475,0.4,0.5,.700,0.5,1.1,1.6,0.8,0.2,0.0,0.4,0.8,3.2,ruperra01
430,D'Angelo Russell,PG,27,LAL,59,52,31.8,6.5,13.9,.465,2.7,6.6,.414,3.7,7.3,.512,.564,2.0,2.5,.804,0.4,2.6,2.9,6.2,0.9,0.5,2.0,2.1,17.7,russeda01
431,Matt Ryan,SF,26,NOP,19,1,18.4,2.5,5.5,.452,2.1,4.5,.471,0.4,1.0,.368,.644,0.7,0.7,.929,0.3,1.7,2.1,0.8,0.3,0.1,0.9,1.5,7.7,ryanma01
432,Domantas Sabonis,C,27,SAC,61,61,35.7,8.0,13.2,.607,0.5,1.1,.412,7.6,12.1,.625,.624,3.3,4.8,.693,3.5,10.0,13.5,8.4,0.9,0.5,3.2,3.1,19.8,sabondo01
433,Luka Šamanić,PF,24,UTA,31,2,6.7,1.0,2.7,.365,0.3,1.2,.250,0.7,1.6,.449,.418,0.6,0.7,.818,0.3,1.4,1.7,0.2,0.1,0.2,0.5,0.6,2.9,samanlu01
434,Jermaine Samuels,SF,25,HOU,11,0,4.8,0.7,1.0,.727,0.0,0.2,.000,0.7,0.8,.889,.727,0.2,0.2,1.000,0.2,0.8,1.0,0.2,0.1,0.1,0.0,0.4,1.6,samueje01
435,Adama Sanogo,PF,21,CHI,3,0,3.7,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.7,1.0,.667,0.7,1.3,2.0,0.0,0.0,0.0,0.3,0.0,2.7,sanogad01
